site,tag,question_id,accepted_answer_id,answer_count,creation_date,is_answered,last_activity_date,last_edit_date,owner_id,owner_reputation,score,view_count,title,body
crypto,encryption;rsa,100849,nan,0,"2022/07/04, 07:18:03",False,"2022/07/04, 07:18:03",nan,102680,21,1,130,Additive Homomorphic Encryption scheme with very small ciphertext size,"<p>I'm looking for a Additive Homomorphic Encryption scheme which can allow a ciphertext of size smaller than 128 bit.</p>
<p>I started studying this topic very recently so I don't have much knowledge, but I checked on Paillier and RSA and found out for 2048-bit RSA the ciphertext size is 2048 bit and for equivalent Paillier scheme it is 4096 bit.</p>
<p>Is there any way to make the ciphertext be small but make the security level be the same?</p>
"
crypto,encryption;rsa,99788,99789,1,"2022/04/23, 00:02:28",True,"2022/04/25, 12:27:49","2022/04/23, 03:20:19",100752,25,1,103,RSA Algorithm: What are the maximal possible locks that your friend can have so that he/she can secretly share that to you?,"<p>I found this question while preparing for exam. The question is</p>
<blockquote>
<p>Q)Suppose, you and your friends have a few numbers of locks and you all want to share that numbers among yourselves securely using RSA based cryptosystem. You are using the private key as (5,27) and your friends are using the public key as (13,27). One of your friends wants to share the exact amount of locks only to you. What are the maximal possible locks that your friend can have so that he/she can secretly share that to you?</p>
</blockquote>
<p>The answer for the question is 26. But I don't understand how answer came. So can anyone explain the question and answer to me?</p>
"
crypto,encryption;rsa,99306,nan,0,"2022/03/25, 17:30:25",False,"2022/03/25, 17:30:25",nan,100796,11,1,75,Why can&#39;t rsa come out with the same cipher?,"<p>When <span class=""math-container"">$x &lt; N$</span>, there cannot be the same encrypted message with different outgoing messages.</p>
<p>But why?</p>
"
crypto,encryption;rsa,95923,95929,1,"2021/11/03, 20:27:07",True,"2021/11/04, 07:00:52",nan,96979,13,1,110,"Multiuser encryption, singleuser decryption","<p>I have an hybrid encryption (RSA, AES) for a file sharing project I am working on, where I use a single public key for encryption on the sender side and corresponding private key for decryption on the recipient side. I would like for a sender to be able to send files to multiple users each having only their own unique key pair (public keys would be distributed).</p>
<p>I know this is possible using <strong>GPG</strong></p>
<pre><code>gpg --encrypt --recipient alice@example.com --recipient bob@example.com doc.txt
</code></pre>
<p>How to do this using <strong>RSA</strong> or <strong>ECC</strong>? Is it possible?</p>
"
crypto,encryption;rsa,92005,92010,1,"2021/07/11, 02:33:56",True,"2021/07/11, 08:29:28","2021/07/11, 04:13:22",86935,59,1,197,Factors calculation in RSA,"<p>You are given <span class=""math-container"">$d\bmod(p-1)$</span> , <span class=""math-container"">$d\bmod(q-1)$</span> , <span class=""math-container"">$\operatorname{invert}(p,q)$</span> and <span class=""math-container"">$p\bmod2^{200}$</span>, the public exponent is <span class=""math-container"">$e=65537$</span>.</p>
<p><span class=""math-container"">$\operatorname{invert}(p,q)$</span> is the answer of <span class=""math-container"">$ p*x \equiv 1 (mod\quad q)$</span></p>
<p><span class=""math-container"">$d$</span> is the private exponent, the modulus is unknown.</p>
<p>Is there some way to calculate <span class=""math-container"">$p$</span>, <span class=""math-container"">$q$</span>?</p>
"
crypto,encryption;rsa,92001,nan,1,"2021/07/10, 19:54:44",True,"2021/07/11, 08:16:47","2021/07/11, 04:42:08",92581,11,1,127,Completing RSA Encryption,"<p>Being new to cryptology, I'm trying to understand how I would complete RSA encryption by hand.
I can only follow the formula so far before becoming very confused.</p>
<p>I want to encrypt the value &quot;123&quot;</p>
<p>First, I am to select 2 primes. I choose:
<span class=""math-container"">$$p = 101\\
q = 103$$</span></p>
<p>Next, I compute: <span class=""math-container"">$$n = p\cdot q = 10403$$</span>.</p>
<p>After that, I compute: <span class=""math-container"">$$\varphi(n) = (p-1)\cdot(q-1) = 10200$$</span></p>
<p>Now, I want to choose a public exponent, and I choose 3 for this.</p>
<p>I believe the formula to use is:
<span class=""math-container"">$$d = e^{−1}\bmod\varphi(n)$$</span></p>
<p>I don't understand how to plug this formula in, nor do I know how I would encrypt &quot;123&quot; using this formula. Also, I don't know how I would find the decryption exponent either.</p>
<p>Any help would be much appreciated!</p>
"
crypto,encryption;rsa,91771,nan,0,"2021/06/28, 01:48:13",False,"2021/06/28, 09:37:58","2021/06/28, 09:37:58",92307,11,1,182,End to end encrypted chat design,"<p>I am in the process of creating a flutter application that will include direct messaging. You can message 1 person or a group of people. I want this to all be encrypted for privacy.</p>
<p>The method I was thinking about is to do a hybrid RSA, AES system. On signup, a RSA key pair would be generated and the public key would be sent to the database for storage. Then when the user wants to message someone, they would request the other persons public key and create a AES-256 key for encrypting any messages. Then when the user wants to send the message it will be encrypted with AES and the AES key will be encrypted with RSA, so that the receiver can decrypt the message.</p>
<p>The problem I am facing is that I want the user to be able to sync the messages across devices. I had the idea of generating the public and private keys from a mnemonic phrase and then using that for recovery.</p>
<p>However this doesn’t solve the AES recovery issue. I am unsure if storing the AES key in the database for each chatroom is secure, even if it is encrypted with RSA. An encrypted AES key for each person involved in the chat would have to be stored.</p>
<p>If anyone has any recommendations or tips please let me know.</p>
"
crypto,encryption;rsa,91747,nan,1,"2021/06/25, 12:55:20",True,"2021/07/25, 19:04:00",nan,92279,11,1,203,PRNG For RSA (ANSI_X9.31),"<p>I have a query please ,  I want to know how to generate random numbers using <strong>ANSI_X9.31 algorithm</strong> for <strong>RSA Algorithm</strong> please .
Thank u</p>
"
crypto,encryption;rsa,91688,nan,1,"2021/06/22, 08:43:52",True,"2021/06/22, 20:00:05","2021/06/22, 10:41:55",92207,111,1,108,Why does it take more time to decrypt the same file with 256 bit RSA in TEE than in REE?,"<p>We all know that TEE can utilize almost all of the CPU's performance, so its time spent encrypting files using RSA256 is less than that of REE.</p>
<p>But why isn't decryption?</p>
<p>Why does it take more time to decrypt the same file with 256 bit RSA in TEE than in REE?</p>
"
crypto,encryption;rsa,90323,nan,1,"2021/05/31, 23:04:26",True,"2021/06/03, 11:59:45",nan,90746,111,1,183,RSA vs diffie-hellman + polyalphabetic cipher,"<p>My basic question is: How does RSA compare to using Diffie-Hellman + &lt;some symmetric key crypto, e.g. a polyalphabetic cipher&gt;</p>
<p>Let's assume that factoring large numbers and computing discrete logs both approximately equally difficult, so diffie hellman is about as secure as RSA. What are the pros and cons of using RSA vs diffie-hellman + symmetric key crypto?</p>
<p>For the latter, for example one might consider using diffie-hellman to agree on a large key (corresponding to say <span class=""math-container"">$k$</span> permutations of the characters in the alphabet, where encryption is done by applying the <span class=""math-container"">$(i\text{ mod }k)$</span>th permutation to the <span class=""math-container"">$i$</span>th character), and using that to send a message of length <span class=""math-container"">$nk$</span>, where <span class=""math-container"">$n$</span> is some small number, so that frequency analysis is not effective (<span class=""math-container"">$n = 1$</span> would give you a &quot;one-time-pad&quot;).</p>
<p>(This is a possibly naive question (My background is in algebraic geometry))</p>
"
crypto,encryption;rsa,89777,nan,1,"2021/05/03, 22:59:41",True,"2021/05/06, 11:21:36","2021/05/04, 03:13:46",87176,49,1,148,RSA public key identification,"<p>Consider a multi party system where public keys of all receivers are known. Server wants to send message to one of them using (textbook?) RSA. Adversary is given ciphertext and even Message to be send, and all <span class=""math-container"">$k$</span> public keys of participants. Can any attack tell who is the target receiver?</p>
<p>Or in nutshell: Given <span class=""math-container"">$C$</span>, <span class=""math-container"">$M$</span> and all <span class=""math-container"">$k$</span> public keys, can an attacker tell with significant probability which public key was used to encrypt <span class=""math-container"">$M$</span> giving <span class=""math-container"">$C$</span> ?</p>
<hr />
<p>Editor's note: The <em>textbook RSA</em> part is per <a href=""https://crypto.stackexchange.com/posts/comments/198245"">OP's comment</a>. It was originally <em>plaintext RSA</em>. Alternatively, the question makes (more?) sense with some random encryption padding.</p>
"
crypto,encryption;rsa,89308,89312,1,"2021/04/11, 01:33:14",True,"2021/04/11, 15:33:34","2021/04/11, 09:31:05",89451,13,1,131,RSA message encryption question,"<p>I'm very new to cryptography, I wanted to know what exactly do I have to do to encrypt a three-letter message using RSA? for example if I wanted to encrypt this message <span class=""math-container"">$M= \text{HCP}, p=11 q=13$</span>.</p>
<p>Do I have to change the letters into numbers? (<span class=""math-container"">$H = 7, C=2, P=15$</span>) and then encrypt each letter alone? or add/multiply them and encrypt them all at once?</p>
"
crypto,encryption;rsa,89307,89321,1,"2021/04/10, 23:04:32",True,"2021/04/11, 16:22:46","2021/04/11, 08:26:24",89448,25,1,338,Faster alternatives to RSA trapdoor permutation,"<p>We're working on web3.0 decentralized internet, a big part of which is a decentralized file storage system where clients upload files to storage providers and pay them for the services. Storage providers return signed messages, with the content hashes included, as guarantees, such that if they lose the file and fail to respond to a verification challenge on the blockchain, by not being able to provide the proof they're still storing the file, they will lose their collateral.</p>
<p>Clients upload files to several storage providers at once for redundancy. We needed to make sure that providers can't collude with each other/one provider can't misrepresent itself as being several and take payments for N copies of the file, getting away with storing only one copy. At the same time, the original file contents should always be available to storage providers, since they're supposed to publicly serve it on the network by responding to requests for the content based on its hash. This means encrypting several copies with AES</p>
<p>The solution I initially came up with is to use pure RSA (not hybrid) algorithm in signature mode, i.e. when you encrypt with the private key, and decrypt with the public key (or, more precisely, sign a message with a private key, and recover the message from the signature using the complement of that, but the math is the same as encryption/decryption, just with swapped keys). That way:</p>
<ul>
<li>A client can generate one key pair per provider</li>
<li>When storing file <code>F</code> with the provider <code>N</code>, it can generate an &quot;encrypted&quot; replica of <code>F</code> (a signature containing the message) specific to that provider, by performing <code>F_N = RSASign(F, k_priv_N)</code>, and sending the public key <code>k_pub_N</code> to the provider</li>
<li>Provider signs the guarantee on the <code>Hash(F_N)</code>, promising to store the encrypted copy</li>
<li>Provider can at any point extract the content by performing <code>F = RSARecover(F_N, k_pub_N)</code> which is analogous to feeding the public key to a decryption algorithm, calculate the real hash <code>Hash(F)</code>, and serve this file on the DHT network</li>
<li>However, all providers, even if they wanted to collude, must continue to store individual encrypted copies/signatures <code>F_N</code> because each signed off on their specific <code>Hash(F_N)</code>. There is no way to lose the <code>F_N</code>, deliberately or accidentally, and then recreate it on demand just by having <code>F</code> and <code>k_pub_N</code>, because that would require knowledge of the private key (which also explains why RSA must be in pure mode, and not in hybrid node, because performing AES encryption on provider side is trivial given the symmetric key, and they could get away with having to store just the RSA signature on top of the symmetric key, which is much smaller in size).</li>
</ul>
<p>This works well, but we've ran into a few problems with this approach:</p>
<ul>
<li>RSA in pure mode is extremely slow</li>
<li>Using proper padding for each block reduces the space we can use for embedding the file chunks, and therefore the resulting files are many percent bigger than the originals</li>
</ul>
<p>Q: Are there any other similar cryptographic functions we can use for this case, which are superior to the RSA scheme in speed and size?</p>
<p>(For example, we've been looking at elliptic curves but there doesn't seem to be a way to extract the message, or even hash of the message, which would have also been helpful, from an EC signature.)</p>
"
crypto,encryption;rsa,86790,nan,2,"2020/12/09, 06:06:48",True,"2021/09/05, 12:03:25","2020/12/09, 06:14:48",85366,19,1,264,RSA algorithm implementation,"<p><span class=""math-container"">$$m^{ed} \equiv m \bmod n$$</span>
<span class=""math-container"">$n =pq$</span>, so by Chinese Remainder Theorem it is equivalent to
<span class=""math-container"">$$m^{ed} \equiv m \bmod 𝑝, m^{ed} \equiv m \bmod q$$</span>
where <span class=""math-container"">$n=p\cdot q$</span></p>
<p>So how did 2 come from 1 by the Chinese remainder theorem?
I know Chinese algorithm but How did <span class=""math-container"">$m^{ed} \equiv m \bmod p$</span> and <span class=""math-container"">$q$</span> come?</p>
"
crypto,encryption;rsa,85939,nan,2,"2020/11/01, 22:05:49",True,"2020/11/06, 06:01:55","2020/11/02, 13:23:08",83412,21,1,947,How can RSA be used to compactly sign and encrypt?,"<p>How can RSA be used for digital signature with message recovery and encryption, providing transmission of a small message with confidentiality and authentication simultaneously, small cryptogram size, and little or no reliance on symmetric/hybrid encryption?</p>
"
crypto,encryption;rsa,84113,84114,2,"2020/09/23, 01:09:55",True,"2020/09/23, 03:27:09",nan,83734,45,1,670,Is it safe to use RSA multiple times,"<p>Assuming I have multiple symmetric keys on specific machine(more than 10000 probably),
can I use the same rsa key to encrypt all of those keys?
I'm a bit concerned from a situation where multiple encrypted keys will have similar pattern
and will leak data about the original ones</p>
"
crypto,encryption;rsa,81726,nan,0,"2020/07/04, 09:46:06",False,"2020/07/04, 09:46:06",nan,52656,113,1,138,Generating a recovery phrase for a RSA key-pair,"<p>What is an optimal way to associate a RSA key-pair with a recovery phrase/seed for access recovery purposes? I've seen a lot of cryptocurrency wallets provide this feature, however, I'm not looking to create a blockchain or anything. Just a wallet/key-pair with a recovery seed.</p>
"
crypto,encryption;rsa,81530,nan,0,"2020/06/25, 03:09:51",False,"2020/06/25, 03:09:51",nan,77154,111,1,261,Generate version 3 x509 certificate from version 1 CA,"<p>Please do forgive me for my naivety. I have inherited a legacy system wherein the CA which signs the certificate is of version 1. Is it possible to generate a x509 version 3 certificate which is signed by this CA?</p>
<p>I use openssl for this.</p>
<p>Thanks</p>
"
crypto,encryption;rsa,80665,80666,1,"2020/05/13, 22:26:23",True,"2020/05/14, 14:03:18",nan,77133,159,1,2578,How to calculate RSA Key Size correctly starting from 384 bits to 15360 bits or beyond 15360 bits,"<p>Hello fellow experts here, I am new to cryptography.</p>

<p>Recently I looked into RSA Key Size (Microsoft RSA library), it actually describes that the minimal key length required is 384 bits and maximum key length accepted was 15360 bits.</p>

<p>I really do have question here is that how can I properly calculate the key size that is between the range of 384 bits to 15360 bits easily without little to no error?</p>

<p>For example, currently from what i know, the possible key length in between 384 bits and 15360 bits contains the common key length of 1024, 2048, 3072 bits. </p>

<p>Is there any formula or calculations that other people used to know these key length? If yes, does this specific formula can be applied to calculate all possible key length between the minimal key length and maximum key length?</p>
"
crypto,encryption;rsa,80171,nan,1,"2020/04/21, 23:07:48",True,"2020/04/23, 08:21:27",nan,79363,11,1,344,RSA Encryption Time with Different Block Sizes,"<p>I was working on encrypting a few files on my computer and I was using OAEP for padding with RSA. I noticed that it was taking a long time to encrypt some of my files with a small block size, so I tried to encrypt the same files with a much larger block size and it finished encrypting incredibly fast. I was thinking that the number of encryption cycles since there were so many blocks and/or the amount of padding used could be the reasons why it was so much lower when I tried to encrypt the files with small block sizes. Does the number of encryption cycles and/or amount of padding used from smaller block sizes compared to large block sizes impact the time. If so, why is this? If there are other reasons too as to why RSA with OAEP encrypts files much faster with larger block sizes compared to smaller block sizes, I would love to learn more about that!</p>

<p>Disclaimer: I completely understand that RSA is NOT meant for file encryption, I am just trying stuff.</p>

<p>Thank you in advance for any logic behind this that you can provide.</p>
"
crypto,encryption;rsa,79946,nan,2,"2020/04/13, 21:40:00",True,"2020/04/28, 12:39:07",nan,23719,687,1,6194,Using RSA encryption to encrypt large files,"<p>The following post discusses the use of RSA for file encryption:</p>

<p><a href=""https://medium.com/@ismailakkila/black-hat-python-encrypt-and-decrypt-with-rsa-cryptography-bd6df84d65bc"" rel=""nofollow noreferrer"">https://medium.com/@ismailakkila/black-hat-python-encrypt-and-decrypt-with-rsa-cryptography-bd6df84d65bc</a></p>

<p>The file encrypted is a JPEG image. My question is: what if we were to encrypt larger files say, 10 MB, in a similar manner and are able to reach acceptable encryption speed with a modern i7 processor? </p>

<ol>
<li>Is the resulting ciphertext practically decryptable in anyway without the private key? </li>
<li>What factors affect the speed of encryption in this case? The RSA key size? The block size? The padding type?</li>
</ol>

<p><strong>Note</strong>: I <em>do</em> realize that RSA is not meant for file encryption in this manner and that a hybrid encryption scheme is more suitable (encrypt data with a session key, then encrypt session key with the RSA key). Please do bear with me and assume that we must encrypt a large file with RSA. I'm merely trying to understand the practical impacts and limits in doing so and I realize that hybrid encryption is more appropriate here.</p>
"
crypto,encryption;rsa,78052,nan,1,"2020/03/07, 21:20:36",True,"2020/03/08, 15:18:35","2020/03/08, 15:18:35",76881,31,1,1491,"How to decrypt using CRT, and then verify by encrypting without CRT?","<p>Here is the actual question that I need to answer:</p>

<p>An RSA encryption scheme has the set-up parameters <span class=""math-container"">$p = 31$</span> and <span class=""math-container"">$q = 37$</span>. The public exponent is <span class=""math-container"">$e = 17$</span>.</p>

<ol>
<li><p>Decrypt the ciphertext <span class=""math-container"">$y = 2$</span> using the CRT.</p></li>
<li><p>Verify your result by encrypting the plaintext without using the CRT.</p></li>
</ol>

<p>I have figured out the answer for the first part: <span class=""math-container"">$x = 721 \bmod 1147$</span>, but I am unsure how to encrypt it. I know that using RSA would mean: <span class=""math-container"">$y = e_{kpub}(x) \equiv x^e \mod n$</span>, where <span class=""math-container"">$x,y \in \mathbb{Z}_n$</span>, so it should be as easy as <span class=""math-container"">$721^{17} \bmod 1147$</span>, but this is a huge number that I cannot work with. I am pretty sure that I should use the square and multiply algorithm, but I don't understand how, and my textbook is not clarifying. </p>

<p>I know that <span class=""math-container"">$x^{17}$</span> means <code>#MUL + #SQ= 5</code>, but what do I do with this information? The textbook does not describe this well.</p>

<p>I could really use some help!</p>
"
crypto,encryption;rsa,78048,78050,1,"2020/03/07, 17:57:02",True,"2020/03/16, 11:59:59","2020/03/07, 18:43:29",76690,15,1,671,RSA Decryption: Doubts: knowing p or $\phi(n)$ can lead to find private exponent?,"<p>I have some doubts about RSA (the public key <span class=""math-container"">$n$</span> and <span class=""math-container"">$e$</span> is public):</p>

<p>Note <span class=""math-container"">$n = pq$</span> and <span class=""math-container"">$\phi (n) = (p-1)(q-1)$</span></p>

<ul>
<li>1) Say if some hacker knew <span class=""math-container"">$p$</span>, why would it be easy for them to find <span class=""math-container"">$q, \phi (n), d$</span>?</li>
</ul>

<p><span class=""math-container"">$d$</span> is a prime larger than <span class=""math-container"">$p, q$</span> so that <span class=""math-container"">$1 = k\cdot \phi(n) + d\cdot e$</span></p>

<ul>
<li>2) Now, say if a hacker knew <span class=""math-container"">$\phi (n)$</span>, why would it be easy to find <span class=""math-container"">$p,q,d$</span>?</li>
</ul>
"
crypto,encryption;rsa,77669,nan,2,"2020/02/17, 16:40:13",True,"2020/02/18, 11:31:53",nan,23719,687,1,576,Why can&#39;t ransomware practically use RSA to encrypt all files?,"<p>I understand that a few ransomware have <a href=""https://hackernoon.com/cryptography-malware-ransomware-36a8ae9eb0b9"" rel=""nofollow noreferrer"">used an RSA public key to encrypt all files</a> belonging to the victim. This is a bullet-proof system in terms of its security because the private key is always safe with the hackers.</p>

<p>But most ransomware use the <a href=""https://docs.apwg.org/ecrimeresearch/2018/5357083.pdf"" rel=""nofollow noreferrer"">hybrid encryption approach</a> and during that they make mistakes allowing security researchers to <a href=""https://www.nomoreransom.org/"" rel=""nofollow noreferrer"">build decryptors</a>. The attractiveness of this hybrid approach lies in the speed of symmetric encryption. But because the hackers makes implementation mistakes in this approach, <strong>why don't all hackers switch to asymmetric-only encryption</strong>? It seems easier to implement programmatically than the hybrid approach. Is slow speed of RSA the only factor the limits the hackers? How slow is RSA when compared to AES for, let's say, 500 MB of data on an average i5 processor?</p>

<p>I have searched the Internet looking for a comparison between speeds of RSA versus AES for bulk data encryption in modern computers but found nothing. <em>I understand that criminals cannot be reached for comment on why they don't use asymmetric-only approach for bulk encryption</em> but I am looking to understand what could be the practical reason behind why bulk encryption with RSA is so undesirable.</p>
"
crypto,encryption;rsa,77114,nan,1,"2020/01/17, 07:49:26",True,"2020/01/20, 02:45:44",nan,75970,111,1,475,How RSA is implemented by authentication protocols?,"<p>I am a beginner in cryptography, i recently learned about RSA algorithm : In short, my understanding for this is :
Sender needs receiver's public key to encrypt the message to a cipher so that only receiver can decrypt the cipher text to original message and vice versa.</p>

<p>When i try to understand the implementation in network and authentication i find this little confusing in following ways:</p>

<ol>
<li>Sender and receiver both generate their own pair of private-public key.</li>
<li>Sender encrypts the message with private key and sends his/her public key and the receiver decrypts by using sender's public key and vice versa. </li>
<li>Now how this is RSA or AES? Because the message should be encrypted by receiver's public key so that receiver can only decrypt it. But here sender's public key is sent and receiver could decrypt the message by that public key. HOW??</li>
<li>If this is true, then any one in the network who can get cipher and public key can decrypt the message, because the cipher is meant to be decrypted by the same public key. RIGHT??</li>
</ol>

<p>For example :
I was going through JWT (Json Web Token) implementation, here :</p>

<ul>
<li>Server app signs the token with server's private key but third party app can verify the token and retrieve data by the server's public key.</li>
</ul>

<p>I know i am missing something here, but do not know what.</p>
"
crypto,encryption;rsa,76896,76897,1,"2020/01/08, 15:48:52",True,"2020/01/09, 14:14:11","2020/01/09, 14:14:11",75690,153,1,119,"RSA: How to compute plaintexts knowing ciphertexts, public key and relation between plaintexts","<p>I'm trying to solve an exercise where you have to compute two plaintexts <span class=""math-container"">$p_1$</span> and <span class=""math-container"">$p_2$</span>, knowing the corresponding ciphertexts <span class=""math-container"">$c_1$</span> and <span class=""math-container"">$c_2$</span> and the public key, of which <span class=""math-container"">$e=3$</span>, and <span class=""math-container"">$n$</span> is a large number. 
Also given is a relation between <span class=""math-container"">$p_1$</span> and <span class=""math-container"">$p_2$</span>. <span class=""math-container"">$p_2 = c_1 \cdot p_1 + c_2$</span>. Where <span class=""math-container"">$c_1$</span> and <span class=""math-container"">$c_2$</span> are constants.</p>

<p>I'm guessing I should use the fact that <span class=""math-container"">$e$</span> is a low number (3) since RSA is unsafe in this case. I'm not sure where to start, how should I go about solving this exercise?</p>
"
crypto,encryption;rsa,76624,76629,1,"2019/12/24, 13:55:16",True,"2019/12/30, 10:33:53","2019/12/28, 14:13:08",75394,13,1,338,My RSA decryption doesnt match answer,"<p>Break the RSA code whose key is <span class=""math-container"">$(n, e) = (8369428283, 1234567)$</span>. </p>

<p>Find the deciphering key and then decipher the message under the assumption that the plaintext consists of 7-letter blocks in the alphabet, converted to an integer between 0 and 26^(7) −1 in the usual way, and the ciphertext consists of 8-letter blocks in the same alphabet. </p>

<p>The given answer was <code>CLAIMYOURPRIZE</code>, but this doesn't match the one I got.</p>

<p>I converted the first 7-Letter block in <code>CLAIMYOURPRIZE</code> and I also got the first 8-letter block of the encrypted message. Then in order for them to match the value of the private key (d) must be 2 and that is not possible</p>
"
crypto,encryption;rsa,75664,nan,0,"2019/11/11, 16:54:24",False,"2019/11/11, 18:38:26","2020/06/17, 05:17:00",74343,11,1,576,Question about RSA timing attack and a Chosen Ciphertext Attack on RSA,"<p>I am quite new to the RSA and I have a couple of questions that confuse me.</p>
<blockquote>
<p>Q1: A Timing attack on RSA can be prevented _____________________________</p>
<p>A. By performing the “square and multiply” modular exponentiation algorithm using keys with equal number of 1’s and 0’s in binary form</p>
<p>B. By randomizing the ciphertext or the exponent</p>
<p>C. By using the Montgomery modular Exponentiation algorithm</p>
<p>D. By performing an additional constant time computation after the concluding the modular exponentiation</p>
</blockquote>
<p>I am confused among 4 options:</p>
<p>Option A: from what was told in the lecture, &quot;square and multiply&quot; is a naive algorithm which means it is not effective.</p>
<p>Option B: I do not see how that can prevent the timing attack, does't seem relevant?</p>
<p>Option C: From my understanding, it is an algorithm for a quicker calculation of modular arithmetic. It speeds up the decryption process.</p>
<p>Option D: By performing an additional constant time, the pattern can still be observed and the attacker can subtract the additional constant time and perform timing attack again.</p>
<p>My understandings may be wrong, and I am out of ideas :(</p>
<blockquote>
<p>Q2: For the textbook RSA encryption scheme,</p>
<p><span class=""math-container"">$ c = m ^ e \bmod n $</span></p>
<p>is used for encryption where <span class=""math-container"">$m$</span> is the message to be encrypted, <span class=""math-container"">$(e,n)$</span> is the public key and <span class=""math-container"">$c$</span> is the ciphertext;</p>
<p>the decryption will be</p>
<p><span class=""math-container"">$ m = c ^ d \bmod n $</span></p>
<p>where <span class=""math-container"">$d$</span> is the private key.</p>
<p>Assume that Alice sends to Bob a message <span class=""math-container"">$m$</span> that is encrypted as <span class=""math-container"">$c$</span> and that Carol wants to retrieve the message <span class=""math-container"">$m$</span>. Carol can use the Chosen Ciphertext attack for RSA. Describe how such an attack will be used in order to retrieve <span class=""math-container"">$m$</span>.</p>
</blockquote>
<p>For this question, I guess it is asking me to describe a timing attack?</p>
<p>Thanks in advance!</p>
<p><strong>Update:</strong></p>
<p>Many thanks to Squeamish Ossifrage for your clarification and fgrieu for your hints</p>
<p>I kind of getting the answer of Q2, but I am not too sure. Correct me if I am wrong.</p>
<ol>
<li><p>Suppose the original cipher <span class=""math-container"">$c_1 = m^e \bmod n $</span></p>
</li>
<li><p>Carol creates a second cipher by multiply <span class=""math-container"">$c_1$</span> with a random number <span class=""math-container"">$r$</span>. So Carol has <span class=""math-container"">$c_2 = c_1 * (r ^ e \bmod n )$</span></p>
</li>
<li><p>Expand <span class=""math-container"">$c_2 = (m^e \bmod n) * (r ^ e \bmod n ) = (m^e * r^e) \bmod n$</span></p>
</li>
<li><p>The corresponding plaintext of <span class=""math-container"">$c_2$</span>, <span class=""math-container"">$m_2$</span>, can be written as <span class=""math-container"">$m_2 = c_2^d \bmod n$</span></p>
</li>
<li><p>Expand <span class=""math-container"">$m_2=c_2^d \bmod n = ((m^e*r^e) \bmod n)^d \bmod n = (m^{ed} \bmod n) * (r^{ed} \bmod n) = m * r $</span></p>
</li>
<li><p>Therefore, original message <span class=""math-container"">$m$</span> can be calculated as <span class=""math-container"">$m = m_2/r$</span></p>
</li>
</ol>
"
crypto,encryption;rsa,75435,75437,1,"2019/10/31, 14:33:04",True,"2019/11/01, 12:24:57","2019/10/31, 15:32:12",73941,45,1,128,RSA figuring out the recipient of a ciphertext,"<p>I have this question I am trying to figure out the answer about RSA. I'd be grateful if someone could actually help me understand how the procedure would work. I am new to cryptography and with all the maths in it, I am barely understanding it.</p>

<p>Assuming that we have a sender <em>A</em> and 2 recipients <em>B</em> and <em>C</em>. This sender wants to send 12 messages.</p>

<p>If <em>A</em> wants to send to <em>B</em> he'd use <em>B</em>'s public key <span class=""math-container"">$(n_B,e_B)$</span>. Meaning:
<span class=""math-container"">$$\text{ciphertext}_i = (\text{plaintext}_i)^{e_B} \bmod n_B$$</span></p>

<p>If <em>A</em> wants to send to <em>C</em> he'd use <em>C</em>'s public key <span class=""math-container"">$(n_C,e_C)$</span>. Meaning:
<span class=""math-container"">$$\text{ciphertext}_i = (\text{plaintext}_i)^{e_C} \bmod n_C$$</span></p>

<p>An attacker gets the 12 ciphertexts <em>A</em> encrypted. He also knows the public key of <em>B</em> and <em>C</em>.</p>

<p>How can he determine whether <em>A</em> sent her messages to <em>B</em> or <em>C</em>?</p>
"
crypto,encryption;rsa,75034,nan,1,"2019/10/14, 09:46:13",True,"2020/07/11, 06:16:04",nan,33643,187,1,289,Combine signature with encryption,"<p>I have some embedded device for which I want to sign and encrypt firmware files. Firmware updates are generated by me and may be installed by the customer. The encryption is supposed to protect the intellectual property contained in the firmware and the signature prevents unauthorized modifications.</p>

<p>For the signature there are tons of resources, but I’m having problems with the encryption part. The simplest solution would be a shared symmetric encryption key. In case the encryption key gets extracted from the device one could not only decrypt the firmware, but also create your own encrypted firmware (without a valid signature). Are there a better alternatives using asymmetric encryption, so that less information is available when the device keys are extracted?</p>
"
crypto,encryption;rsa,74339,nan,2,"2019/09/16, 08:39:04",True,"2019/09/17, 14:50:42",nan,72907,11,1,252,Hybrid cryptosystem,"<p>I'm using RSA (4096) and AES GCM (256) to exchange messages between A and B. A random key for AES is generated, the plain message is encrypted with AES, and the random AES key is encrypted with Bs public key. The encrypted message and key are sent to person B. Lets assume they use an insecure server, they didnt share a secret offline etc. Is there any way for person B to make sure A sent the message and not a man in the middle?</p>
"
